No,Date,Open,Close,High,Low,Amount,Volume
927,1664030700,19086.3,19086.6,19110.9,19062.1,144.0736724,2750330.361745301
928,1664031600,19083.6,19062.4,19110.7,19043.6,158.70139927,3028982.155560744
929,1664032500,19062.3,19051.1,19082.7,19014.3,196.27938717,3737272.203862674
930,1664033400,19049.1,19054.4,19067.7,19030.7,101.09380952,1926228.62949079
931,1664034300,19054.3,19122,19123.5,19049.1,129.60290376,2473321.112141731
932,1664035200,19122.1,19139,19194.2,19102.7,232.87721341,4460034.789247689
933,1664036100,19137,19134.2,19153.1,19094,155.76484019,2977828.36556113
934,1664037000,19139.7,19090.6,19139.7,19086.1,134.72569073,2575438.513572788
935,1664037900,19090.7,19093.8,19112.5,19081.7,101.65194606,1941150.195891496
936,1664038800,19093.8,19138.6,19149.5,19093.7,76.75123032,1467339.911247172
937,1664039700,19138.7,19119.8,19173,19113,129.91516835,2486348.184493087
938,1664040600,19119.9,19096.6,19120.4,19087,100.11013628,1911996.21777794
939,1664041500,19096.5,19084.2,19117,19055.1,165.77365865,3164690.618807436
940,1664042400,19084.2,19081.1,19084.2,19053.4,75.21574718,1434074.786111699
941,1664043300,19081,19085,19099.2,19065,64.91111513,1238445.254220617
942,1664044200,19085.1,19095.6,19104.8,19061.3,62.68773565,1196336.830798884
943,1664045100,19095.5,19128.4,19136.1,19085,111.6754376,2133879.715623929
944,1664046000,19128.4,19110.9,19128.4,19100.5,100.3641104,1918312.42844052
945,1664046900,19110.9,19090.8,19122.8,19086.2,52.1383483,996159.756526924
946,1664047800,19090.7,19120.9,19130.3,19084.4,64.92807687,1240600.354682032
947,1664048700,19120.9,19100.2,19120.9,19093.3,59.13102803,1129603.839910362
948,1664049600,19100.3,19084.5,19115.4,19084.5,46.25692431,883634.860018848
949,1664050500,19084.5,19096.1,19099.2,19077,72.56709622,1384998.003213315
950,1664051400,19096,19128.2,19130.6,19088,41.45637581,792075.870606231
